,Rand index,Adjusted Rand index,Mutual information,Adjusted mutual information,Normalized mutual information,Clustering accuracy,Fowlkes-Mallows index,Homogeneity,Completeness
ACSF1,0.7992121212121213,0.22116968515641888,1.0470598232987074,0.4062357771503013,0.5120332077864334,0.41600000000000004,0.34555127669360736,0.45473230348122257,0.5860824658507645
Adiac,0.94396878483835,0.24837730293251234,2.1148770407390893,0.4644352230134639,0.6317619768431981,0.3920716112531969,0.2896329087247504,0.5908417781847862,0.6789803509461134
ArrowHead,0.5831395730706075,0.1607948480890898,0.20971843905119053,0.21399003260332225,0.22227976774662322,0.5462857142857143,0.5030863780631631,0.19231829938672348,0.27056042574828215
BME,0.5679284116331097,0.153053097648197,0.27551250067410055,0.2798407182296138,0.28993048336692245,0.5893333333333335,0.5108095561543559,0.2507822855396194,0.34485455064207876
Beef,0.6202298850574712,-0.001631974681985126,0.3627170913219466,0.06564004989321667,0.2528806892592675,0.31,0.23153066776832384,0.2253688002001744,0.2891888528673918
BeetleFly,0.6605263157894736,0.3293026320129634,0.24258187448176843,0.3327664688820546,0.366633589362422,0.775,0.6895391479113905,0.34997166732439655,0.3958461144352217
BirdChicken,0.6978947368421053,0.4009077674882978,0.282073584382865,0.3911140712246763,0.42000362871711233,0.8100000000000002,0.7133980699353973,0.4069461613549342,0.44135976604177996
CBF,0.839466814979607,0.6548940573859838,0.6961958795334837,0.6579783921753202,0.6586650750826043,0.836,0.7822891058733606,0.6337133446713141,0.6975064413568689
Car,0.7348022598870055,0.32978684509855183,0.6034913996872112,0.42105595775642346,0.4563928336064616,0.6233333333333334,0.5111272528207945,0.4390178521460043,0.4771159170814673
Chinatown,0.7033263430685558,0.3911142797171137,0.20169939704672046,0.3312693325691193,0.33289581655743616,0.8020408163265305,0.7454547472406445,0.34346544973122406,0.3237492353085969
ChlorineConcentration,0.5274639120430666,-0.0004565874346986349,0.0005468088786250491,2.4303949506919715e-05,0.0005315731912346746,0.37830729166666666,0.38134636512354786,0.0005387288956600951,0.0005247356647747114
CinCECGTorso,0.6433741106241658,0.10130719946038495,0.21614833614177345,0.15942644486122917,0.1614854243759056,0.3973188405797102,0.34490042930853737,0.15592254475036627,0.1675797849808982
Coffee,0.8108465608465609,0.6215219984680307,0.40149988090038813,0.572455055616912,0.5842364772535487,0.8964285714285716,0.8064526510050312,0.5813834014805974,0.5872394990847492
Computers,0.5697156626506025,0.13995714259370054,0.0774630465235526,0.11125903681345121,0.11358719815179379,0.6792,0.5974513945569144,0.11175555307168053,0.21548500563202047
CricketX,0.8496750379012589,0.1274156961388459,0.7509640778031597,0.2602443138973941,0.3128960555151979,0.3269230769230769,0.21055212893174308,0.30320317053315887,0.3234278400761536
CricketY,0.8614369520796258,0.19838644078812773,0.9262744172949766,0.34285261708398074,0.3879324126081296,0.3676923076923077,0.27624552290762777,0.3731093195479016,0.40409450785241485
CricketZ,0.8514033353107904,0.13197301466768402,0.7432171915344952,0.2556601248984726,0.30902312383677893,0.3302564102564102,0.21419024169469827,0.3001612346763416,0.31858241256061287
Crop,0.9298124980511879,0.2299850505062672,1.4061547420273885,0.4506447365425973,0.4534568769589208,0.3794821428571429,0.26852186333568795,0.4424578113182675,0.4650673716525085
DiatomSizeReduction,0.8718632808314583,0.7010072160554955,0.9190254331980043,0.7325147392228575,0.7356703377477132,0.8035947712418301,0.7952364011481456,0.6953636875545353,0.7829776513125137
DistalPhalanxOutlineAgeGroup,0.6208320300281513,0.231969342991452,0.2787522874225493,0.29310943559846075,0.3036210181842714,0.6733812949640287,0.5657287331793114,0.2905384456813521,0.32604769334911954
DistalPhalanxOutlineCorrect,0.5104795783926217,0.014605456415814743,0.004227732644142728,0.00375631287700236,0.007022883532438973,0.5778985507246377,0.5736171540923005,0.00622463863502952,0.0197948857083272
DistalPhalanxTW,0.7802210405588573,0.3963318345921982,0.7520125081074159,0.4649379475434882,0.49256905365416587,0.5575539568345322,0.5424611590903325,0.45830307377130153,0.5355034730653511
ECG200,0.5821212121212123,0.1545941550693055,0.06973526669691169,0.09981471224332711,0.10782166834605181,0.6969999999999998,0.6235622536284428,0.10672379075536538,0.11473807274533428
ECG5000,0.7625030352423996,0.5112497148985145,0.5789783939620943,0.5159520775290279,0.5167239535706993,0.6644,0.7029662607999138,0.6364384127724315,0.43827059603419344
ECGFiveDays,0.634792426329579,0.26973099503438186,0.17535126134980258,0.26489171304748704,0.26555513951777415,0.745993031358885,0.6655184264744711,0.252984549406664,0.2807094351008429
EOGHorizontalSignal,0.8341730307157833,0.09370555918323978,0.6783890470374003,0.2248413950882509,0.2860006086468225,0.28066298342541435,0.18559114983051073,0.27302227833673476,0.30030581167164067
EOGVerticalSignal,0.8410737515495631,0.06767407982313736,0.49794162774763207,0.14628280051647388,0.2085464118133816,0.25220994475138125,0.1549792168383659,0.20039998918034668,0.2174100086272583
Earthquakes,0.5074131998748828,-0.08152419107126069,0.035615351451308785,0.060946189211246796,0.06754890490800682,0.5719424460431655,0.6232452171457373,0.06311394045473499,0.0728256354312906
ElectricDevices,0.7924365565993702,0.3098313268598022,0.7052345121416923,0.39457935922445236,0.3953650254982192,0.4790947996368823,0.4375020243161611,0.3851005991308837,0.40699819488989136
EthanolLevel,0.5794404809619238,-0.00014148662723800767,0.007965999260959946,-0.0009720188582718753,0.006319962185211941,0.2826,0.2908557137591669,0.00574638646070294,0.007041801846086539
FaceAll,0.8973848886459898,0.41405680613452167,1.4973282267012162,0.6016981172733671,0.6101427874739478,0.6199408284023669,0.47151845129191033,0.6080530645011513,0.6124951778515493
FaceFour,0.6989028213166144,0.3581869776288548,0.534224943545807,0.44062605716227854,0.46276249464822283,0.528409090909091,0.5845739513714605,0.3929605965294181,0.5706493405329602
FacesUCR,0.8934722232141794,0.3528638605777286,1.3692143276087734,0.5375036801033016,0.5454499497715256,0.5469268292682926,0.41207515640528924,0.5377599145997624,0.5534885658045428
FiftyWords,0.945600038727792,0.29507930699648494,2.1435446878613473,0.4167863032354221,0.6183957859879101,0.39252747252747255,0.32605056982324365,0.6200750114484685,0.6168420918561847
Fish,0.909247947454844,0.6508437267275154,1.404943248999486,0.7309959782121049,0.7460484590312049,0.7862857142857143,0.707156063953321,0.7238536641189051,0.7711586668880454
FordA,0.5063508856571783,0.012699574719926257,0.007213276692609738,0.009924938342688308,0.010468685320503575,0.5532575757575757,0.508557431426861,0.010414165155839636,0.010523993212865372
FordB,0.5334838010651772,0.06734486389880254,0.04723778358024169,0.07522207777416813,0.07619069043906741,0.6166666666666667,0.608798214216327,0.06815451185956606,0.08888807860682787
FreezerRegularTrain,0.643751541014699,0.28751087235239303,0.1562277360233658,0.2270241794157733,0.22722218142250533,0.7668771929824562,0.649143304492927,0.22538898001022015,0.22921530576538363
FreezerSmallTrain,0.6494875518033412,0.2989885635420939,0.1645054810979874,0.23969372039186046,0.2398902423701454,0.7698245614035086,0.658689152072111,0.2373312417791197,0.24282896849926966
GunPoint,0.5538255033557047,0.10841219967496744,0.09071491099183973,0.14079299972633214,0.14520741649990299,0.6373333333333334,0.5808910064497055,0.13089073809054547,0.16316053854476842
GunPointAgeSpan,0.5322101667671287,0.0649949924037427,0.04149612833457681,0.06226874236991892,0.06462678958339793,0.6186708860759493,0.5763089518382836,0.05987317901346041,0.07154096633731946
GunPointMaleVersusFemale,0.6535784609202331,0.30728773740526016,0.22869096801003502,0.3563766713918916,0.35807346477522667,0.7563291139240507,0.7043456309447123,0.33054286400398436,0.39816786701524687
GunPointOldVersusYoung,0.5203113941967445,0.04085827239718903,0.03499227944479544,0.05590118303430171,0.058612786715875595,0.5834920634920635,0.5780909740232687,0.05056593044220912,0.07934276731460946
Ham,0.5141758241758241,0.030124777433280635,0.01988221608714013,0.02233196050892624,0.029868734545100466,0.5752380952380951,0.5592610255982622,0.02870087750959392,0.031395211921852115
HandOutlines,0.5418984838497034,0.010403094424139501,0.005322767799101171,0.010439943720942521,0.014782008030263912,0.6467567567567567,0.7312783676489174,0.008149922512998868,0.22441722396847652
Haptics,0.654577181775879,0.060125915026147704,0.14172883739496686,0.0811890460284858,0.09594247960414246,0.34025974025974026,0.28214592463583027,0.08814289732325305,0.10576258638689622
Herring,0.5094246031746031,0.013709592914839166,0.010404536528640906,0.0038659382624044573,0.01604829701479651,0.58125,0.5686702757317389,0.015403526400878576,0.11699165569851624
HouseTwenty,0.7615724255804015,0.5207980795671227,0.30668202649795556,0.45935161318274453,0.4621996902975331,0.8411764705882353,0.7924788930880342,0.4507734901366188,0.5750595186561227
InlineSkate,0.7322848153667826,0.05200690208627443,0.23861004103053535,0.11320523983064205,0.12991363378656495,0.26799999999999996,0.21175871257085488,0.12433392111761683,0.13608458987290661
InsectEPGRegularTrain,0.7228300297966058,0.4355675995570375,0.47370831061815666,0.4627516498890686,0.4675882610950226,0.6947791164658634,0.6683122745543483,0.4635908140980002,0.4819874974691748
InsectEPGSmallTrain,0.7411549423500452,0.4520698904931755,0.5005527017277952,0.49094936828120106,0.49507278069501587,0.6947791164658634,0.6622842661404099,0.48986186075167365,0.503133369312427
InsectWingbeatSound,0.8655767886035699,0.28711746602459665,1.056219085624252,0.45334240379117763,0.45942535549089136,0.43580808080808076,0.3642985237112294,0.44047757114581254,0.4802816210794478
ItalyPowerDemand,0.5294872812938405,0.05916765123989086,0.045923807581291144,0.07170043208641305,0.07241411025998942,0.5695821185617104,0.5763886705711487,0.0662544556862827,0.08096537810286339
LargeKitchenAppliances,0.5308677361853833,0.009693806889892912,0.01895313128246895,0.013527490677123475,0.018412397934482558,0.3954666666666667,0.3786675431672437,0.017251883560711466,0.019934379293758415
Lightning2,0.49836065573770494,-0.001691153384743308,0.004753806642319865,-0.005771606595190108,0.007666615439431415,0.5540983606557377,0.5340562159450978,0.0068917312892134595,0.009067054932318208
Lightning7,0.778234398782344,0.3060013125091684,0.891059521332814,0.43376194323501965,0.5145551170956612,0.5602739726027396,0.4475122251940603,0.4739620704011819,0.5644674427802521
Mallat,0.9300953302720915,0.7262343500668766,1.729604803844347,0.8765725302305928,0.8772388682383738,0.715948827292111,0.7767466088895307,0.831778300164857,0.9284690524041281
Meat,0.6575141242937854,0.35533946826323426,0.4367010224094595,0.48428732884226733,0.5015098842241609,0.5983333333333333,0.651212950381608,0.3975024009051357,0.6832850281504694
MedicalImages,0.663307329588794,0.048592931862369466,0.5150085432560829,0.2477207468537388,0.2704910453251733,0.275,0.24707954812454586,0.30153679373528064,0.2453774554000879
MiddlePhalanxOutlineAgeGroup,0.5172905525846703,0.05463922621076076,0.09705230371316745,0.10325467707426879,0.11798091641722633,0.509090909090909,0.509283798958742,0.099355863432483,0.1815765044942757
MiddlePhalanxOutlineCorrect,0.5143263419836474,0.016278985719723114,0.006766379429664614,0.010604817839049239,0.014479974683987573,0.5890034364261167,0.6753479323866526,0.00990411651153787,0.027775024224497364
MiddlePhalanxTW,0.7781937017231134,0.3766093183403008,0.6825873226431048,0.42707848622952105,0.4497391955134217,0.5376623376623377,0.5221557755736106,0.41472716341226884,0.4948333022528632
MixedShapesRegularTrain,0.8762673267326733,0.6422964451802144,1.0923961652355791,0.6992268372730869,0.6998652361194232,0.7830927835051547,0.7224079140294443,0.6921434726956779,0.7080049040632735
MixedShapesSmallTrain,0.869086693205403,0.6118955567973372,1.0484526066493305,0.6666497546227544,0.6673518636158156,0.7928659793814432,0.6953441817893569,0.6643007831930715,0.6704487305100653
MoteStrain,0.761538245441985,0.5221890629041028,0.3265373189020324,0.4761408947203444,0.4765647038516116,0.8322683706070289,0.7975468257238731,0.4731872341878119,0.4877685119075064
NonInvasiveFetalECGThorax1,0.9681106740670492,0.4331741273343635,2.633662039587196,0.6961932640472662,0.7312603218189035,0.5507379134860051,0.456726299425652,0.7058314204921091,0.7587579071249764
NonInvasiveFetalECGThorax2,0.9697227965983115,0.47578976017823604,2.7713085470477714,0.7419377953129309,0.7718020624566592,0.5620356234096693,0.5014191059333843,0.7427212068148461,0.8034484044891583
OSULeaf,0.8934878776447995,0.6536263228403645,1.2916393756390387,0.7412399543324841,0.7495388296159733,0.7479338842975206,0.7209496534225839,0.7349632660606297,0.7652128636567368
OliveOil,0.8016091954022988,0.5290328091997848,0.7294122274176352,0.532761025171,0.5968015055961128,0.7300000000000001,0.6716027107547863,0.5632577096432161,0.6349273081803816
PhalangesOutlinesCorrect,0.5196935697519128,0.03276327169621011,0.008334091676260053,0.012025303384528766,0.012920058527439476,0.6005827505827506,0.5611914883067881,0.012488102080183515,0.013383047543254372
Phoneme,0.9181141801097714,0.08951129981757441,0.9926850783817491,0.2335138949602758,0.30516118725213476,0.20759493670886076,0.13251302994705175,0.3034573032239362,0.3069181549286979
PigAirwayPressure,0.9623699368264587,0.04305968322209832,2.4169960148133782,0.07346196861776119,0.6366685294603067,0.2932692307692308,0.06327690140850599,0.6117051204528396,0.6638200368148229
PigArtPressure,0.9840486807878113,0.533713817799191,3.389858886210573,0.6621228517442812,0.8756303942676219,0.6706730769230769,0.5492230310219418,0.8579219930851536,0.8941033619225763
PigCVP,0.9766536603493126,0.38607894831785206,3.142477739335807,0.5334533981165377,0.821511112479992,0.5822115384615385,0.4101666489212101,0.7953135678666807,0.8495188645545795
Plane,0.9807326007326006,0.9246835741928991,1.823815485501515,0.9504589675737101,0.9555872201500264,0.9561904761904761,0.9371534779345317,0.9489975833595766,0.9629639138891743
PowerCons,0.5670328988206083,0.13470403564241828,0.07462017417617164,0.10505300684318028,0.10901023580386042,0.6672222222222223,0.591351311441352,0.1076541552342335,0.11083246096920277
ProximalPhalanxOutlineAgeGroup,0.7894643711142995,0.5615652764804352,0.5119687936392662,0.5155738651389677,0.5205450087663118,0.7278048780487804,0.7363221228657684,0.5566951464913686,0.48880553969875373
ProximalPhalanxOutlineCorrect,0.5366370423035904,0.06937123046667647,0.07901527412267033,0.1192900942912181,0.12163449885876794,0.6381443298969072,0.5723571779384737,0.1266403894172939,0.11700980773075235
ProximalPhalanxTW,0.8071114299378287,0.4675986774435893,0.8617216944772681,0.5413494106973242,0.559695415744764,0.5882926829268292,0.5970115311004931,0.603593878481585,0.5222363782466399
RefrigerationDevices,0.5522909090909092,0.05331218693230113,0.06533024427955628,0.05884752770592392,0.06381506313177954,0.4418666666666667,0.4055956869329728,0.0594661510283657,0.06949877384336314
Rock,0.8021224489795917,0.5074951901102291,0.7806380759741262,0.5675552461614657,0.6026329826898964,0.678,0.6448460077661858,0.6080323137001727,0.5976870634803145
ScreenType,0.5510502673796792,0.03836747100611644,0.057705280148512964,0.04964141167735285,0.05471499402544331,0.43013333333333337,0.3887797544125719,0.05252560957466744,0.05734530133919643
SemgHandGenderCh2,0.5197534780189204,0.011495918652751453,0.01129749402549496,0.022979646722403248,0.024440072329278244,0.5961666666666667,0.6003701435513632,0.017449305231300536,0.048508862112712776
SemgHandMovementCh2,0.6983479336797822,0.054454079718767444,0.22869486227717256,0.1207198961109989,0.13586901322192022,0.30244444444444446,0.23909904548874378,0.12763703287456402,0.14540533122580562
SemgHandSubjectCh2,0.6930423162583519,0.19977821058847692,0.4826828917623568,0.31997780450494184,0.3285714623644806,0.47444444444444434,0.40158094103502123,0.29990774296620804,0.36372512389804296
ShapeletSim,0.5593792675356921,0.12026190964854785,0.0733409194039595,0.1077724894370479,0.11134256198560763,0.6511111111111111,0.617739040535488,0.1058085807183295,0.22091282604035847
ShapesAll,0.9768436282693378,0.3936330588018893,2.9990324159700856,0.5854526413184707,0.7585818876384235,0.5573333333333333,0.4156332568632154,0.7324816879462723,0.7866544351811613
SmallKitchenAppliances,0.715523707664884,0.39452398738499694,0.40891422250760073,0.38068610968753036,0.3839085344410847,0.7247999999999999,0.6177184059790533,0.37220976565203323,0.39931605578067686
SmoothSubspace,0.7631946308724832,0.4696313254537915,0.5308430971296493,0.4822566060286677,0.48873427571869305,0.7233333333333333,0.6481672561249973,0.4831942101914871,0.4946589444595296
SonyAIBORobotSurface1,0.555314475873544,0.10065787715740297,0.09161020469733364,0.1454275143836295,0.14685513617468687,0.6214642262895176,0.672191633530576,0.1341071102197768,0.2861905101078179
SonyAIBORobotSurface2,0.7381916460183234,0.4677417558002552,0.26313535665152354,0.4020102115716826,0.4025624364181214,0.833158447009444,0.7777099032315477,0.39538654519908045,0.42630303861954344
StarLightCurves,0.752540772765058,0.4862466387169162,0.5845213809737068,0.5861136274557485,0.5862141211416338,0.7055609519184071,0.6927636203524352,0.61423125018275,0.5633143850627464
Strawberry,0.5020874533069655,-0.025180707929354562,0.06027608901084498,0.10392454275775301,0.10605403725975357,0.532972972972973,0.5949642858467817,0.09251477986980634,0.1257632825933613
SwedishLeaf,0.9182533333333331,0.4739676446097379,1.8336665880715937,0.6937364457980385,0.7135054376648932,0.56304,0.5291769599510177,0.6782681681156817,0.7528692885525624
Symbols,0.8960543158448177,0.6557810330630581,1.3628158898509861,0.7843354128598179,0.7859211966282503,0.7239195979899498,0.7225876133750344,0.761025107594134,0.8128629575345683
SyntheticControl,0.9004749163879598,0.6723222535849437,1.3368498658334407,0.763004087161664,0.769018230987029,0.753,0.7366622589254075,0.7461101162252525,0.7942582849890446
ToeSegmentation1,0.5783174897596414,0.15715820826841928,0.11328424412138285,0.17716430133659242,0.18096141375574873,0.6767543859649122,0.649295224832205,0.16376199645298734,0.22472761834706004
ToeSegmentation2,0.8010375670840787,0.4664492166689569,0.16128171045948278,0.34472628450004744,0.3519153849250886,0.8869230769230769,0.8701401606538279,0.3371834751304729,0.4166172522727452
Trace,0.8962828282828281,0.7447544701523635,1.095550989257418,0.8061818203243674,0.813370236081232,0.8140000000000001,0.8185083009194294,0.797657263738311,0.8318470632295977
TwoLeadECG,0.5490019148545497,0.09826427235028992,0.06455171166280568,0.09947342200275364,0.10004320794998514,0.6244073748902547,0.6146240583666996,0.09312848607892824,0.21347953731589248
TwoPatterns,0.7575537884471117,0.37608931037026433,0.6054476578592355,0.4454054295910148,0.4458655265019177,0.6447,0.5408856904103454,0.43685874262144236,0.45546827472642554
UMD,0.6026709401709403,0.19218414720090182,0.2809474566619031,0.27138809297497063,0.282463810968715,0.5576388888888888,0.5134025379923992,0.25572939567470765,0.3209107178242835
UWaveGestureLibraryAll,0.8648943622827282,0.404271254499057,1.0299266564092107,0.49917925191647594,0.5008561832668859,0.5810720268006699,0.48223985911381523,0.49533081545284857,0.5065889373181321
UWaveGestureLibraryX,0.8436388402030632,0.3162872392737546,0.802077114399264,0.3900086955924944,0.39202863169822744,0.5300390843104412,0.40665171301108166,0.3857493236621331,0.3986056644690318
UWaveGestureLibraryY,0.8186049862081515,0.20945995009026347,0.610231764652496,0.2956754041931874,0.29803861229344564,0.4170295924064768,0.31411703271556196,0.29348361431326525,0.30279116074013823
UWaveGestureLibraryZ,0.8338248535800104,0.2832503377890479,0.7790307429171446,0.3791148944610604,0.3812021335876321,0.4684254606365159,0.37955010701985364,0.37466544899161297,0.3879874821993611
Wafer,0.5310905033629445,-0.0038411344267536957,0.025164372942678072,0.049073643557077766,0.0492326578340525,0.6093770279039584,0.6661697644314767,0.07356511662888046,0.03706716569734798
Wine,0.5078965758211041,0.024089741481527097,0.03630619970493214,0.05289272375244405,0.06531789038270405,0.5777777777777777,0.6018891273617368,0.05237877426782994,0.2906516855861945
WordSynonyms,0.878746868894652,0.17106466253297806,1.0995902428578677,0.29679105279063017,0.3906402306860148,0.3029780564263323,0.2379503272565618,0.3899592581536273,0.39156801341953074
Worms,0.6454887218045112,0.2100080884800093,0.3827042734792296,0.27161478530020505,0.3095578207991976,0.5337662337662338,0.4663399250009074,0.26138636853128916,0.3814687336765016
WormsTwoClass,0.5158578263841422,0.02772968176264387,0.019354199924910286,0.020520682010620933,0.030110694019089796,0.596103896103896,0.6273421960167288,0.028340855514372865,0.34741585878236564
Yoga,0.5023359786595532,0.00286539195766719,0.003674402536095254,0.006158790158041061,0.00644805176846439,0.5285333333333333,0.5876428705394288,0.005320588328414267,0.008956423182456232
